target_date,reason,missing_feature_columns,diagnostic_values
2021-08-08,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.7}"
2021-08-09,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.9}"
2021-08-10,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.5}"
2021-08-11,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.3}"
2021-08-12,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.4}"
2021-08-13,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.1}"
2021-08-14,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.0}"
2021-08-15,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.7}"
2021-08-16,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.2}"
2021-08-17,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.0}"
2021-08-18,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.0}"
2021-08-19,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.5}"
2021-08-20,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.3}"
2021-08-21,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.0}"
2021-08-22,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.5}"
2021-08-23,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.5}"
2021-08-24,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.1}"
2021-08-25,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.2}"
2021-08-26,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.1}"
2021-08-27,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 34.4}"
2021-08-28,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.7}"
2021-08-29,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.2}"
2021-08-30,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.8}"
2021-08-31,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.9}"
2021-09-01,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.9}"
2021-09-02,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.1}"
2021-09-03,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.1}"
2021-09-04,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.0}"
2021-09-05,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.6}"
2021-09-06,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.6}"
2021-09-07,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.2}"
2021-09-08,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.5}"
2021-09-09,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.4}"
2021-09-10,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 34.3}"
2021-09-11,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.5}"
2021-09-12,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.7}"
2021-09-13,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.4}"
2021-09-14,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 34.5}"
