folder,file_count,total_uncompressed_bytes,readme_present,results_present,conclusion_present,summary_present,scoreboard_present,spec_present,sample_file_names,numeric_id,slug
EXP-0076,27,183105,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0076
EXP-0077,27,175869,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0077
EXP-0078,27,176274,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0078
EXP-0079,27,195683,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0079
EXP-0080,27,175310,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0080
EXP-0081,27,184047,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0081
EXP-0082,27,193319,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0082
EXP-0083,27,193059,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0083
EXP-0084,27,175055,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0084
EXP-0085,27,175865,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0085
EXP-0086,27,176083,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0086
EXP-0087,27,178406,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0087
EXP-0088,27,176420,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0088
EXP-0089,27,180111,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0089
EXP-0090,27,178528,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0090
EXP-0091,27,196582,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0091
EXP-0092,27,199351,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0092
EXP-0093,27,185765,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0093
EXP-0094,27,184192,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0094
EXP-0095,27,219861,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0095
EXP-0096,27,244214,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0096
EXP-0097,27,250013,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0097
EXP-0098,27,175730,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0098
EXP-0099,29,18626845,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|cdf_0p1_probability_grid.csv|cdf_0p1_probability_grid_summary.json|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0099
GPT_PRO_ELITE_HKG_TMAX_RESEARCH_PROMPT.md,1,48394,False,False,False,False,False,False,gpt_pro_elite_hkg_tmax_research_prompt.md,,GPT_PRO_ELITE_HKG_TMAX_RESEARCH_PROMPT.md
README.md,1,1588,True,False,False,False,False,False,readme.md,,README.md
_analysis_manifests,0,0,False,False,False,False,False,False,,,_analysis_manifests
_template,11,751,True,True,True,False,False,True,asof_contract.md|conclusion.md|data_manifest.yaml|hypothesis.md|metrics.json|protocol.md|readme.md|reproduce.md|results.md|run_config.yaml|status.yaml,,_template
blocking_slice_guarded_specialists_manifest.json,1,1024,False,False,False,False,False,False,blocking_slice_guarded_specialists_manifest.json,,blocking_slice_guarded_specialists_manifest.json
candidate_residual_feature_design_notes_manifest.json,1,501,False,False,False,False,False,False,candidate_residual_feature_design_notes_manifest.json,,candidate_residual_feature_design_notes_manifest.json
candidate_timestamp_eligibility_audit_manifest.json,1,522,False,False,False,False,False,False,candidate_timestamp_eligibility_audit_manifest.json,,candidate_timestamp_eligibility_audit_manifest.json
cell_robustness_smooth_shrinkage_manifest.json,1,1539,False,False,False,False,False,False,cell_robustness_smooth_shrinkage_manifest.json,,cell_robustness_smooth_shrinkage_manifest.json
cluster_centroid_soft_gating_manifest.json,1,893,False,False,False,False,False,False,cluster_centroid_soft_gating_manifest.json,,cluster_centroid_soft_gating_manifest.json
composite_expert_stack_manifest.json,1,477,False,False,False,False,False,False,composite_expert_stack_manifest.json,,composite_expert_stack_manifest.json
current_rss_safe_continuation_manifest.json,1,1378,False,False,False,False,False,False,current_rss_safe_continuation_manifest.json,,current_rss_safe_continuation_manifest.json
deep_signal_forensics_manifest.json,1,724,False,False,False,False,False,False,deep_signal_forensics_manifest.json,,deep_signal_forensics_manifest.json
directional_cell_failure_audit_manifest.json,1,1013,False,False,False,False,False,False,directional_cell_failure_audit_manifest.json,,directional_cell_failure_audit_manifest.json
era_source_aware_fusion_model_manifest.json,1,1506,False,False,False,False,False,False,era_source_aware_fusion_model_manifest.json,,era_source_aware_fusion_model_manifest.json
expanded_frame_hardened_official_specialists_manifest.json,1,1495,False,False,False,False,False,False,expanded_frame_hardened_official_specialists_manifest.json,,expanded_frame_hardened_official_specialists_manifest.json
expanded_frame_official_anchor_replay_manifest.json,1,6728,False,False,False,False,False,False,expanded_frame_official_anchor_replay_manifest.json,,expanded_frame_official_anchor_replay_manifest.json
expanded_high_error_interaction_lab_manifest.json,1,1441,False,False,False,False,False,False,expanded_high_error_interaction_lab_manifest.json,,expanded_high_error_interaction_lab_manifest.json
failure_mode_specialists_manifest.json,1,834,False,False,False,False,False,False,failure_mode_specialists_manifest.json,,failure_mode_specialists_manifest.json
forecast_anchor_forensics_manifest.json,1,619,False,False,False,False,False,False,forecast_anchor_forensics_manifest.json,,forecast_anchor_forensics_manifest.json
forecast_archive_continuous_scored_export_manifest.json,1,3013,False,False,False,False,False,False,forecast_archive_continuous_scored_export_manifest.json,,forecast_archive_continuous_scored_export_manifest.json
forecast_history_state_deepening_manifest.json,1,830,False,False,False,False,False,False,forecast_history_state_deepening_manifest.json,,forecast_history_state_deepening_manifest.json
forecast_revision_momentum_deep_dive_manifest.json,1,910,False,False,False,False,False,False,forecast_revision_momentum_deep_dive_manifest.json,,forecast_revision_momentum_deep_dive_manifest.json
gated_residual_specialist_screen_manifest.json,1,897,False,False,False,False,False,False,gated_residual_specialist_screen_manifest.json,,gated_residual_specialist_screen_manifest.json
guarded_champion_sensitivity_check_manifest.json,1,1613,False,False,False,False,False,False,guarded_champion_sensitivity_check_manifest.json,,guarded_champion_sensitivity_check_manifest.json
guarded_long_history_residual_specialists_manifest.json,1,1318,False,False,False,False,False,False,guarded_long_history_residual_specialists_manifest.json,,guarded_long_history_residual_specialists_manifest.json
guarded_specialist_combination_manifest.json,1,1079,False,False,False,False,False,False,guarded_specialist_combination_manifest.json,,guarded_specialist_combination_manifest.json
guarded_specialists_from_error_autopsy_manifest.json,1,1088,False,False,False,False,False,False,guarded_specialists_from_error_autopsy_manifest.json,,guarded_specialists_from_error_autopsy_manifest.json
hko_official_backfill_monitor,0,0,False,False,False,False,False,False,,,hko_official_backfill_monitor
long_history_cross_family_interaction_atlas_manifest.json,1,2775,False,False,False,False,False,False,long_history_cross_family_interaction_atlas_manifest.json,,long_history_cross_family_interaction_atlas_manifest.json
long_history_feature_station_residual_bridge_manifest.json,1,1744,False,False,False,False,False,False,long_history_feature_station_residual_bridge_manifest.json,,long_history_feature_station_residual_bridge_manifest.json
long_history_signal_interaction_specialists_manifest.json,1,1430,False,False,False,False,False,False,long_history_signal_interaction_specialists_manifest.json,,long_history_signal_interaction_specialists_manifest.json
longhist_signal_atlas_manifest.json,1,730,False,False,False,False,False,False,longhist_signal_atlas_manifest.json,,longhist_signal_atlas_manifest.json
mam_cell_policy_sensitivity_manifest.json,1,2304,False,False,False,False,False,False,mam_cell_policy_sensitivity_manifest.json,,mam_cell_policy_sensitivity_manifest.json
mam_error_direction_split_lab_manifest.json,1,1649,False,False,False,False,False,False,mam_error_direction_split_lab_manifest.json,,mam_error_direction_split_lab_manifest.json
missing_press_raw_detail_backfill_or_blocker_manifest.json,1,958,False,False,False,False,False,False,missing_press_raw_detail_backfill_or_blocker_manifest.json,,missing_press_raw_detail_backfill_or_blocker_manifest.json
multi_signal_local_residual_lab_manifest.json,1,903,False,False,False,False,False,False,multi_signal_local_residual_lab_manifest.json,,multi_signal_local_residual_lab_manifest.json
multistation_attribute_information_gain_manifest.json,1,836,False,False,False,False,False,False,multistation_attribute_information_gain_manifest.json,,multistation_attribute_information_gain_manifest.json
near_miss_specialist_failure_analysis_manifest.json,1,1126,False,False,False,False,False,False,near_miss_specialist_failure_analysis_manifest.json,,near_miss_specialist_failure_analysis_manifest.json
nonlinear_local_residual_fusion_lab_manifest.json,1,1551,False,False,False,False,False,False,nonlinear_local_residual_fusion_lab_manifest.json,,nonlinear_local_residual_fusion_lab_manifest.json
official_anchor_correction_ladder_manifest.json,1,487,False,False,False,False,False,False,official_anchor_correction_ladder_manifest.json,,official_anchor_correction_ladder_manifest.json
official_expert_blend_screen_manifest.json,1,329,False,False,False,False,False,False,official_expert_blend_screen_manifest.json,,official_expert_blend_screen_manifest.json
official_failure_mode_segmentation_manifest.json,1,1186,False,False,False,False,False,False,official_failure_mode_segmentation_manifest.json,,official_failure_mode_segmentation_manifest.json
official_residual_analog_screen_manifest.json,1,488,False,False,False,False,False,False,official_residual_analog_screen_manifest.json,,official_residual_analog_screen_manifest.json
official_residual_source_text_range_dynamics_manifest.json,1,1032,False,False,False,False,False,False,official_residual_source_text_range_dynamics_manifest.json,,official_residual_source_text_range_dynamics_manifest.json
online_no_regret_trust_router_manifest.json,1,1574,False,False,False,False,False,False,online_no_regret_trust_router_manifest.json,,online_no_regret_trust_router_manifest.json
online_residual_memory_halflife_manifest.json,1,1253,False,False,False,False,False,False,online_residual_memory_halflife_manifest.json,,online_residual_memory_halflife_manifest.json
online_residual_memory_refinement_manifest.json,1,1360,False,False,False,False,False,False,online_residual_memory_refinement_manifest.json,,online_residual_memory_refinement_manifest.json
press_archive_raw_detail_gap_audit_manifest.json,1,1045,False,False,False,False,False,False,press_archive_raw_detail_gap_audit_manifest.json,,press_archive_raw_detail_gap_audit_manifest.json
pressure_gradient_experts_manifest.json,1,702,False,False,False,False,False,False,pressure_gradient_experts_manifest.json,,pressure_gradient_experts_manifest.json
pressure_regime_interaction_atlas_manifest.json,1,916,False,False,False,False,False,False,pressure_regime_interaction_atlas_manifest.json,,pressure_regime_interaction_atlas_manifest.json
prior_calibrated_fusion_screen_manifest.json,1,1181,False,False,False,False,False,False,prior_calibrated_fusion_screen_manifest.json,,prior_calibrated_fusion_screen_manifest.json
prior_gated_specialist_stack_manifest.json,1,1126,False,False,False,False,False,False,prior_gated_specialist_stack_manifest.json,,prior_gated_specialist_stack_manifest.json
prior_only_residual_specialists_manifest.json,1,1276,False,False,False,False,False,False,prior_only_residual_specialists_manifest.json,,prior_only_residual_specialists_manifest.json
refreshed_archive_replay_readiness_manifest.json,1,1690,False,False,False,False,False,False,refreshed_archive_replay_readiness_manifest.json,,refreshed_archive_replay_readiness_manifest.json
regime_expert_factory_manifest.json,1,658,False,False,False,False,False,False,regime_expert_factory_manifest.json,,regime_expert_factory_manifest.json
regime_gated_specialist_selector_manifest.json,1,1125,False,False,False,False,False,False,regime_gated_specialist_selector_manifest.json,,regime_gated_specialist_selector_manifest.json
registry.yaml,1,8254,False,False,False,False,False,False,registry.yaml,,registry.yaml
remaining_0075_error_feature_mining_manifest.json,1,1073,False,False,False,False,False,False,remaining_0075_error_feature_mining_manifest.json,,remaining_0075_error_feature_mining_manifest.json
remaining_error_regime_autopsy_manifest.json,1,1759,False,False,False,False,False,False,remaining_error_regime_autopsy_manifest.json,,remaining_error_regime_autopsy_manifest.json
residual_failure_cluster_discovery_manifest.json,1,1408,False,False,False,False,False,False,residual_failure_cluster_discovery_manifest.json,,residual_failure_cluster_discovery_manifest.json
revision_centroid_stack_ablation_manifest.json,1,713,False,False,False,False,False,False,revision_centroid_stack_ablation_manifest.json,,revision_centroid_stack_ablation_manifest.json
router_gate_stack_screen_manifest.json,1,1245,False,False,False,False,False,False,router_gate_stack_screen_manifest.json,,router_gate_stack_screen_manifest.json
router_simplification_or_archive_refresh_decision_manifest.json,1,2146,False,False,False,False,False,False,router_simplification_or_archive_refresh_decision_manifest.json,,router_simplification_or_archive_refresh_decision_manifest.json
rss_gate_stability_stress_manifest.json,1,1123,False,False,False,False,False,False,rss_gate_stability_stress_manifest.json,,rss_gate_stability_stress_manifest.json
signal_discovery_manifest.json,1,1725,False,False,False,False,False,False,signal_discovery_manifest.json,,signal_discovery_manifest.json
smooth_gated_pressure_experts_manifest.json,1,776,False,False,False,False,False,False,smooth_gated_pressure_experts_manifest.json,,smooth_gated_pressure_experts_manifest.json
smooth_residual_archetype_specialists_manifest.json,1,895,False,False,False,False,False,False,smooth_residual_archetype_specialists_manifest.json,,smooth_residual_archetype_specialists_manifest.json
source_era_hardened_specialist_gate_manifest.json,1,1176,False,False,False,False,False,False,source_era_hardened_specialist_gate_manifest.json,,source_era_hardened_specialist_gate_manifest.json
source_era_specific_shrinkage_manifest.json,1,1506,False,False,False,False,False,False,source_era_specific_shrinkage_manifest.json,,source_era_specific_shrinkage_manifest.json
source_submonth_stable_cell_specialist_manifest.json,1,1884,False,False,False,False,False,False,source_submonth_stable_cell_specialist_manifest.json,,source_submonth_stable_cell_specialist_manifest.json
sparse_specialist_delta_stack_manifest.json,1,1606,False,False,False,False,False,False,sparse_specialist_delta_stack_manifest.json,,sparse_specialist_delta_stack_manifest.json
stable_directional_cell_specialist_manifest.json,1,1912,False,False,False,False,False,False,stable_directional_cell_specialist_manifest.json,,stable_directional_cell_specialist_manifest.json
stable_mam_cell_feature_atlas_manifest.json,1,1664,False,False,False,False,False,False,stable_mam_cell_feature_atlas_manifest.json,,stable_mam_cell_feature_atlas_manifest.json
stable_mam_cell_feature_specialists_manifest.json,1,1454,False,False,False,False,False,False,stable_mam_cell_feature_specialists_manifest.json,,stable_mam_cell_feature_specialists_manifest.json
stack_trust_meta_features_manifest.json,1,697,False,False,False,False,False,False,stack_trust_meta_features_manifest.json,,stack_trust_meta_features_manifest.json
station_contribution_atlas_manifest.json,1,2986,False,False,False,False,False,False,station_contribution_atlas_manifest.json,,station_contribution_atlas_manifest.json
station_feature_bucket_residual_mining_manifest.json,1,1275,False,False,False,False,False,False,station_feature_bucket_residual_mining_manifest.json,,station_feature_bucket_residual_mining_manifest.json
station_feature_guarded_stack_manifest.json,1,1159,False,False,False,False,False,False,station_feature_guarded_stack_manifest.json,,station_feature_guarded_stack_manifest.json
station_lag_slope_information_atlas_manifest.json,1,2471,False,False,False,False,False,False,station_lag_slope_information_atlas_manifest.json,,station_lag_slope_information_atlas_manifest.json
station_network_forecast_stack_manifest.json,1,1226,False,False,False,False,False,False,station_network_forecast_stack_manifest.json,,station_network_forecast_stack_manifest.json
station_network_residuals_manifest.json,1,1017,False,False,False,False,False,False,station_network_residuals_manifest.json,,station_network_residuals_manifest.json
station_network_smooth_residuals_manifest.json,1,1175,False,False,False,False,False,False,station_network_smooth_residuals_manifest.json,,station_network_smooth_residuals_manifest.json
station_official_family_router_manifest.json,1,1544,False,False,False,False,False,False,station_official_family_router_manifest.json,,station_official_family_router_manifest.json
station_only_failure_mode_analysis_manifest.json,1,633,False,False,False,False,False,False,station_only_failure_mode_analysis_manifest.json,,station_only_failure_mode_analysis_manifest.json
station_only_february_march_transition_specialist_manifest.json,1,1127,False,False,False,False,False,False,station_only_february_march_transition_specialist_manifest.json,,station_only_february_march_transition_specialist_manifest.json
station_only_guarded_candidate_stack_manifest.json,1,8125,False,False,False,False,False,False,station_only_guarded_candidate_stack_manifest.json,,station_only_guarded_candidate_stack_manifest.json
station_only_heat_proxy_specialist_validation_manifest.json,1,952,False,False,False,False,False,False,station_only_heat_proxy_specialist_validation_manifest.json,,station_only_heat_proxy_specialist_validation_manifest.json
station_only_late_period_bias_repair_manifest.json,1,862,False,False,False,False,False,False,station_only_late_period_bias_repair_manifest.json,,station_only_late_period_bias_repair_manifest.json
station_only_nearby_temperature_level_error_scale_manifest.json,1,1201,False,False,False,False,False,False,station_only_nearby_temperature_level_error_scale_manifest.json,,station_only_nearby_temperature_level_error_scale_manifest.json
station_only_pressure_high_uncertainty_guard_manifest.json,1,1309,False,False,False,False,False,False,station_only_pressure_high_uncertainty_guard_manifest.json,,station_only_pressure_high_uncertainty_guard_manifest.json
station_only_residual_specialist_design_queue_manifest.json,1,327,False,False,False,False,False,False,station_only_residual_specialist_design_queue_manifest.json,,station_only_residual_specialist_design_queue_manifest.json
station_only_spring_transition_pressure_dew_specialist_manifest.json,1,1102,False,False,False,False,False,False,station_only_spring_transition_pressure_dew_specialist_manifest.json,,station_only_spring_transition_pressure_dew_specialist_manifest.json
station_only_walkforward_benchmark_manifest.json,1,659,False,False,False,False,False,False,station_only_walkforward_benchmark_manifest.json,,station_only_walkforward_benchmark_manifest.json
station_only_walkforward_matrix_audit_manifest.json,1,888,False,False,False,False,False,False,station_only_walkforward_matrix_audit_manifest.json,,station_only_walkforward_matrix_audit_manifest.json
station_regime_interaction_atlas_manifest.json,1,3430,False,False,False,False,False,False,station_regime_interaction_atlas_manifest.json,,station_regime_interaction_atlas_manifest.json
timestamp_proof_unlock_queue_manifest.json,1,1091,False,False,False,False,False,False,timestamp_proof_unlock_queue_manifest.json,,timestamp_proof_unlock_queue_manifest.json
trust_router_sensitivity_manifest.json,1,1287,False,False,False,False,False,False,trust_router_sensitivity_manifest.json,,trust_router_sensitivity_manifest.json
